"Median Household Income by Massachusetts Town, 1979-2015",,,,,,,,
,,,,,,,,
Sources:,1980 Census Summary Tape File 3 (STF3),,,,,,,
,1990 Census Summary Tape File 3 (STF3),,,,,,,
,2000 Census Summary File 3 (SF3),,,,,,,
,2010 American Community Survey (ACS) 5-Year Summary File,,,,,,,
,2015 American Community Survey (ACS) 5-Year Summary File,,,,,,,
,,,,,,,,
Notes:,"Household income from the 1980-2000 decennial Census refers to income the previous year (1979, 1989 and 1999). Household income from the American Community Survey refers to income earned during the 12 months prior to completing the questionnaire.",,,,,,,
,,,,,,,,
,,,,,,,,
,"Incomes were adjusted for inflation using the annual average consumer price index for all urban consumers compiled by the U.S. Department of Labor, Bureau of Labor Statistics: 1979=72.6, 1989=124.0, 1999=166.6, 2010=218.1 and 2015=237.0, where the 1982-84 average=100.",,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,Median Income (adjusted to 2015 Dollars),,,,
Town#,Town,,,1979,1989,1999,2006-10,2011-15
265,Seekonk,,,"$71,932 ","$82,860 ","$80,182 ","$82,893 ","$76,826 "
266,Sharon,,,"$89,182 ","$117,911 ","$126,973 ","$125,153 ","$124,444 "
267,Sheffield,,,"$51,729 ","$55,892 ","$64,132 ","$51,230 ","$55,781 "
268,Shelburne,,,"$44,952 ","$52,826 ","$59,825 ","$69,048 ","$54,474 "
269,Sherborn,,,"$136,314 ","$179,518 ","$173,117 ","$157,837 ","$155,956 "
270,Shirley,,,"$54,095 ","$73,350 ","$75,886 ","$78,889 ","$67,896 "
271,Shrewsbury,,,"$69,546 ","$84,571 ","$91,382 ","$93,123 ","$94,017 "
272,Shutesbury,,,"$67,421 ","$76,199 ","$85,977 ","$73,349 ","$75,208 "
273,Somerset,,,"$63,716 ","$69,605 ","$73,646 ","$72,890 ","$70,502 "
274,Somerville,,,"$47,012 ","$62,031 ","$65,886 ","$67,080 ","$73,106 "
275,South Hadley,,,"$63,699 ","$73,955 ","$66,403 ","$67,629 ","$60,427 "
276,Southampton,,,"$64,627 ","$86,260 ","$87,959 ","$87,735 ","$79,858 "
277,Southborough,,,"$87,168 ","$118,009 ","$146,505 ","$152,332 ","$143,916 "
278,Southbridge,,,"$45,112 ","$53,199 ","$48,244 ","$51,327 ","$43,870 "
279,Southwick,,,"$61,689 ","$77,705 ","$74,395 ","$78,599 ","$80,444 "
280,Spencer,,,"$56,488 ","$63,457 ","$66,289 ","$69,286 ","$62,901 "
281,Springfield,,,"$43,447 ","$49,036 ","$43,270 ","$37,629 ","$34,728 "
282,Sterling,,,"$71,296 ","$94,313 ","$95,580 ","$110,964 ","$87,039 "
283,Stockbridge,,,"$59,707 ","$67,669 ","$69,096 ","$59,870 ","$56,027 "
284,Stoneham,,,"$69,275 ","$82,841 ","$80,525 ","$83,210 ","$78,099 "
285,Stoughton,,,"$69,778 ","$80,358 ","$82,279 ","$72,996 ","$76,179 "
286,Stow,,,"$98,440 ","$126,703 ","$136,979 ","$127,617 ","$137,551 "
287,Sturbridge,,,"$63,650 ","$77,855 ","$80,402 ","$77,812 ","$83,806 "
288,Sudbury,,,"$122,959 ","$151,168 ","$168,687 ","$166,579 ","$165,745 "
289,Sunderland,,,"$37,708 ","$54,432 ","$52,844 ","$58,620 ","$47,688 "
290,Sutton,,,"$66,543 ","$88,858 ","$106,893 ","$114,277 ","$108,615 "
291,Swampscott,,,"$78,559 ","$95,930 ","$101,129 ","$98,628 ","$98,612 "
292,Swansea,,,"$61,440 ","$76,675 ","$74,719 ","$74,733 ","$73,168 "
293,Taunton,,,"$51,255 ","$61,763 ","$61,074 ","$58,245 ","$53,058 "
294,Templeton,,,"$59,230 ","$65,739 ","$68,969 ","$71,869 ","$65,194 "
295,Tewksbury,,,"$80,789 ","$100,480 ","$97,873 ","$91,441 ","$90,484 "
296,Tisbury,,,"$42,862 ","$54,053 ","$52,693 ","$63,625 ","$42,180 "
297,Tolland,,,"$57,128 ","$76,452 ","$75,574 ","$60,542 ","$87,292 "
298,Topsfield,,,"$97,976 ","$124,224 ","$137,178 ","$124,982 ","$114,565 "
299,Townsend,,,"$69,575 ","$89,659 ","$87,837 ","$83,165 ","$81,047 "
300,Truro,,,"$44,798 ","$54,153 ","$61,143 ","$87,394 ","$60,432 "
301,Tyngsborough,,,"$68,381 ","$93,351 ","$99,321 ","$103,850 ","$106,290 "
302,Tyringham,,,"$67,620 ","$93,175 ","$85,710 ","$101,874 ","$77,500 "
303,Upton,,,"$65,792 ","$87,847 ","$111,807 ","$117,305 ","$112,917 "
304,Uxbridge,,,"$56,730 ","$76,564 ","$87,993 ","$88,157 ","$89,703 "
305,Wakefield,,,"$69,089 ","$84,020 ","$94,056 ","$96,980 ","$85,573 "
306,Wales,,,"$60,546 ","$65,380 ","$69,572 ","$69,329 ","$50,500 "
307,Walpole,,,"$82,225 ","$97,938 ","$106,347 ","$97,470 ","$97,630 "
308,Waltham,,,"$60,768 ","$73,611 ","$76,833 ","$72,095 ","$75,205 "
309,Ware,,,"$50,191 ","$56,240 ","$52,457 ","$55,522 ","$47,513 "
310,Wareham,,,"$43,437 ","$56,245 ","$57,503 ","$59,170 ","$58,728 "
311,Warren,,,"$51,030 ","$58,147 ","$49,197 ","$59,799 ","$47,014 "
312,Warwick,,,"$43,186 ","$60,647 ","$59,866 ","$73,408 ","$55,347 "
313,Washington,,,"$56,201 ","$76,929 ","$77,648 ","$74,877 ","$72,321 "
314,Watertown,,,"$62,446 ","$83,122 ","$85,018 ","$80,501 ","$87,409 "
315,Wayland,,,"$111,452 ","$137,722 ","$143,731 ","$141,054 ","$145,266 "
316,Webster,,,"$45,520 ","$57,467 ","$54,298 ","$52,855 ","$48,057 "
317,Wellesley,,,"$106,363 ","$151,204 ","$161,726 ","$151,897 ","$163,454 "
318,Wellfleet,,,"$41,837 ","$46,156 ","$61,964 ","$71,838 ","$45,735 "
319,Wendell,,,"$37,858 ","$55,177 ","$62,374 ","$64,656 ","$43,854 "
320,Wenham,,,"$102,240 ","$102,965 ","$128,777 ","$144,196 ","$109,250 "
321,West Boylston,,,"$74,172 ","$81,861 ","$76,501 ","$86,830 ","$68,673 "
322,West Bridgewater,,,"$68,377 ","$77,623 ","$79,604 ","$82,887 ","$81,119 "
323,West Brookfield,,,"$61,382 ","$74,645 ","$70,733 ","$66,633 ","$64,375 "
324,West Newbury,,,"$80,113 ","$108,162 ","$132,054 ","$121,422 ","$131,167 "
325,West Springfield,,,"$54,151 ","$61,532 ","$57,281 ","$55,809 ","$54,585 "
326,West Stockbridge,,,"$52,189 ","$61,414 ","$72,551 ","$74,708 ","$72,500 "
327,West Tisbury,,,"$48,239 ","$61,968 ","$76,928 ","$77,877 ","$75,000 "
328,Westborough,,,"$75,223 ","$84,181 ","$104,442 ","$104,394 ","$101,467 "
329,Westfield,,,"$58,737 ","$64,024 ","$64,357 ","$56,093 ","$61,053 "
330,Westford,,,"$88,526 ","$115,759 ","$139,799 ","$131,668 ","$121,591 "
331,Westhampton,,,"$59,364 ","$84,905 ","$85,481 ","$88,475 ","$81,635 "
332,Westminster,,,"$69,229 ","$88,477 ","$82,160 ","$85,925 ","$88,902 "
333,Weston,,,"$155,539 ","$181,829 ","$218,959 ","$161,382 ","$199,519 "
334,Westport,,,"$57,941 ","$70,894 ","$78,862 ","$74,667 ","$79,841 "
335,Westwood,,,"$95,969 ","$111,923 ","$124,324 ","$124,151 ","$135,884 "
336,Weymouth,,,"$63,673 ","$79,483 ","$73,497 ","$71,555 ","$69,123 "
337,Whately,,,"$64,835 ","$80,723 ","$83,831 ","$80,432 ","$73,229 "
338,Whitman,,,"$62,253 ","$77,941 ","$78,672 ","$82,887 ","$72,490 "
339,Wilbraham,,,"$86,590 ","$96,090 ","$92,487 ","$97,078 ","$90,731 "
340,Williamsburg,,,"$53,338 ","$76,777 ","$67,216 ","$70,138 ","$65,855 "
341,Williamstown,,,"$57,977 ","$64,886 ","$73,796 ","$68,508 ","$72,393 "
342,Wilmington,,,"$75,954 ","$99,748 ","$100,507 ","$103,124 ","$100,862 "
343,Winchendon,,,"$51,618 ","$61,853 ","$62,237 ","$63,659 ","$59,661 "
344,Winchester,,,"$95,472 ","$126,134 ","$133,791 ","$132,107 ","$143,017 "
345,Windsor,,,"$61,003 ","$85,003 ","$73,104 ","$81,228 ","$76,042 "
346,Winthrop,,,"$59,720 ","$71,176 ","$75,570 ","$73,387 ","$61,919 "
347,Woburn,,,"$67,339 ","$81,572 ","$78,095 ","$77,218 ","$78,750 "
348,Worcester,,,"$46,081 ","$55,341 ","$50,676 ","$48,939 ","$45,472 "
349,Worthington,,,"$58,760 ","$72,533 ","$75,463 ","$66,395 ","$72,063 "
350,Wrentham,,,"$69,778 ","$88,552 ","$111,022 ","$102,587 ","$102,659 "
351,Yarmouth,,,"$47,531 ","$52,029 ","$56,630 ","$52,869 ","$57,569 "
,,,,,,,,
,Massachusetts,,,"$57,373 ","$70,626 ","$71,843 ","$70,099 ","$68,563 "
